=== OVS Snapshot: during_ping @ 2026-04-19T21:50:12,331613176-07:00 ===
--- agg1 ---
OFPST_FLOW reply (OF1.3) (xid=0x2): flags=[more]
 cookie=0x0, duration=1451.429s, table=0, n_packets=1088, n_bytes=65280, priority=65535,dl_dst=01:80:c2:00:00:0e,dl_type=0x88cc actions=CONTROLLER:65535
 cookie=0x0, duration=15.169s, table=0, n_packets=3, n_bytes=4536, idle_timeout=15, priority=100,udp,in_port=13,nw_src=10.0.1.33,nw_dst=10.0.0.35,tp_src=5001,tp_dst=55360 actions=set_field:00:00:00:00:00:23->eth_dst,output:3
 cookie=0x0, duration=13.154s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=16,nw_src=10.0.1.91,nw_dst=10.0.0.93,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:5d->eth_dst,output:5
 cookie=0x0, duration=13.154s, table=0, n_packets=3, n_bytes=4536, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.184,nw_dst=10.0.0.186,tp_src=5001,tp_dst=49194 actions=set_field:00:00:00:00:00:ba->eth_dst,output:9
 cookie=0x0, duration=13.154s, table=0, n_packets=1047, n_bytes=1583064, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.186,nw_dst=10.0.1.184,tp_src=49194,tp_dst=5001 actions=set_field:00:00:00:00:01:b6->eth_dst,output:20
 cookie=0x0, duration=13.154s, table=0, n_packets=4, n_bytes=6048, idle_timeout=15, priority=100,udp,in_port=18,nw_src=10.0.1.147,nw_dst=10.0.0.149,tp_src=5001,tp_dst=46169 actions=set_field:00:00:00:00:00:95->eth_dst,output:8
 cookie=0x0, duration=13.154s, table=0, n_packets=1048, n_bytes=1584576, idle_timeout=15, priority=100,udp,in_port=8,nw_src=10.0.0.149,nw_dst=10.0.1.147,tp_src=46169,tp_dst=5001 actions=set_field:00:00:00:00:01:91->eth_dst,output:18
 cookie=0x0, duration=13.154s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.105,nw_dst=10.0.1.103,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:65->eth_dst,output:16
 cookie=0x0, duration=13.153s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=16,nw_src=10.0.1.103,nw_dst=10.0.0.105,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:69->eth_dst,output:6
 cookie=0x0, duration=13.138s, table=0, n_packets=3, n_bytes=1770, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.106,nw_dst=10.0.1.104,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:66->eth_dst,output:16
 cookie=0x0, duration=13.138s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=16,nw_src=10.0.1.104,nw_dst=10.0.0.106,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:6a->eth_dst,output:6
 cookie=0x0, duration=13.106s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=5,nw_src=10.0.0.94,nw_dst=10.0.1.92,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:5a->eth_dst,output:16
 cookie=0x0, duration=13.106s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=16,nw_src=10.0.1.92,nw_dst=10.0.0.94,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:5e->eth_dst,output:5
 cookie=0x0, duration=13.106s, table=0, n_packets=3, n_bytes=4536, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.185,nw_dst=10.0.0.187,tp_src=5001,tp_dst=37307 actions=set_field:00:00:00:00:00:bb->eth_dst,output:9
 cookie=0x0, duration=13.106s, table=0, n_packets=1047, n_bytes=1583064, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.187,nw_dst=10.0.1.185,tp_src=37307,tp_dst=5001 actions=set_field:00:00:00:00:01:b7->eth_dst,output:20
 cookie=0x0, duration=13.106s, table=0, n_packets=4, n_bytes=6048, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.186,nw_dst=10.0.0.188,tp_src=5001,tp_dst=44334 actions=set_field:00:00:00:00:00:bc->eth_dst,output:9
 cookie=0x0, duration=13.106s, table=0, n_packets=1048, n_bytes=1584576, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.188,nw_dst=10.0.1.186,tp_src=44334,tp_dst=5001 actions=set_field:00:00:00:00:01:b8->eth_dst,output:20
 cookie=0x0, duration=13.106s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.109,nw_dst=10.0.1.107,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:69->eth_dst,output:17
 cookie=0x0, duration=13.106s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.107,nw_dst=10.0.0.109,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:6d->eth_dst,output:6
 cookie=0x0, duration=13.106s, table=0, n_packets=3, n_bytes=4536, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.187,nw_dst=10.0.0.189,tp_src=5001,tp_dst=39429 actions=set_field:00:00:00:00:00:bd->eth_dst,output:9
 cookie=0x0, duration=13.106s, table=0, n_packets=1047, n_bytes=1583064, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.189,nw_dst=10.0.1.187,tp_src=39429,tp_dst=5001 actions=set_field:00:00:00:00:01:b9->eth_dst,output:20
 cookie=0x0, duration=13.092s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.110,nw_dst=10.0.1.108,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:6a->eth_dst,output:17
 cookie=0x0, duration=13.092s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.108,nw_dst=10.0.0.110,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:6e->eth_dst,output:6
 cookie=0x0, duration=13.092s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=5,nw_src=10.0.0.95,nw_dst=10.0.1.93,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:5b->eth_dst,output:16
 cookie=0x0, duration=13.069s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=16,nw_src=10.0.1.93,nw_dst=10.0.0.95,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:5f->eth_dst,output:5
 cookie=0x0, duration=13.069s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.107,nw_dst=10.0.1.105,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:67->eth_dst,output:16
 cookie=0x0, duration=13.069s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=16,nw_src=10.0.1.105,nw_dst=10.0.0.107,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:6b->eth_dst,output:6
 cookie=0x0, duration=13.069s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=5,nw_src=10.0.0.96,nw_dst=10.0.1.94,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:5c->eth_dst,output:16
 cookie=0x0, duration=13.069s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=16,nw_src=10.0.1.94,nw_dst=10.0.0.96,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:60->eth_dst,output:5
 cookie=0x0, duration=13.069s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.108,nw_dst=10.0.1.106,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:68->eth_dst,output:16
 cookie=0x0, duration=13.069s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=16,nw_src=10.0.1.106,nw_dst=10.0.0.108,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:6c->eth_dst,output:6
 cookie=0x0, duration=13.069s, table=0, n_packets=4, n_bytes=6048, idle_timeout=15, priority=100,udp,in_port=18,nw_src=10.0.1.152,nw_dst=10.0.0.154,tp_src=5001,tp_dst=51133 actions=set_field:00:00:00:00:00:9a->eth_dst,output:8
 cookie=0x0, duration=13.069s, table=0, n_packets=1048, n_bytes=1584576, idle_timeout=15, priority=100,udp,in_port=8,nw_src=10.0.0.154,nw_dst=10.0.1.152,tp_src=51133,tp_dst=5001 actions=set_field:00:00:00:00:01:96->eth_dst,output:18
 cookie=0x0, duration=13.060s, table=0, n_packets=3, n_bytes=4536, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.188,nw_dst=10.0.0.190,tp_src=5001,tp_dst=46520 actions=set_field:00:00:00:00:00:be->eth_dst,output:9
 cookie=0x0, duration=13.060s, table=0, n_packets=1047, n_bytes=1583064, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.190,nw_dst=10.0.1.188,tp_src=46520,tp_dst=5001 actions=set_field:00:00:00:00:01:ba->eth_dst,output:20
 cookie=0x0, duration=13.046s, table=0, n_packets=3, n_bytes=4536, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.189,nw_dst=10.0.0.191,tp_src=5001,tp_dst=33187 actions=set_field:00:00:00:00:00:bf->eth_dst,output:9
 cookie=0x0, duration=13.046s, table=0, n_packets=1047, n_bytes=1583064, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.191,nw_dst=10.0.1.189,tp_src=33187,tp_dst=5001 actions=set_field:00:00:00:00:01:bb->eth_dst,output:20
 cookie=0x0, duration=13.046s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.111,nw_dst=10.0.1.109,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:6b->eth_dst,output:17
 cookie=0x0, duration=13.046s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.109,nw_dst=10.0.0.111,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:6f->eth_dst,output:6
 cookie=0x0, duration=13.029s, table=0, n_packets=3, n_bytes=4536, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.190,nw_dst=10.0.0.192,tp_src=5001,tp_dst=51311 actions=set_field:00:00:00:00:00:c0->eth_dst,output:9
 cookie=0x0, duration=13.029s, table=0, n_packets=1047, n_bytes=1583064, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.192,nw_dst=10.0.1.190,tp_src=51311,tp_dst=5001 actions=set_field:00:00:00:00:01:bc->eth_dst,output:20
 cookie=0x0, duration=13.028s, table=0, n_packets=4, n_bytes=6048, idle_timeout=15, priority=100,udp,in_port=18,nw_src=10.0.1.154,nw_dst=10.0.0.156,tp_src=5001,tp_dst=49326 actions=set_field:00:00:00:00:00:9c->eth_dst,output:8
 cookie=0x0, duration=13.028s, table=0, n_packets=1048, n_bytes=1584576, idle_timeout=15, priority=100,udp,in_port=8,nw_src=10.0.0.156,nw_dst=10.0.1.154,tp_src=49326,tp_dst=5001 actions=set_field:00:00:00:00:01:98->eth_dst,output:18
 cookie=0x0, duration=13.011s, table=0, n_packets=4, n_bytes=6048, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.191,nw_dst=10.0.0.193,tp_src=5001,tp_dst=42555 actions=set_field:00:00:00:00:00:c1->eth_dst,output:10
 cookie=0x0, duration=13.011s, table=0, n_packets=1049, n_bytes=1586088, idle_timeout=15, priority=100,udp,in_port=10,nw_src=10.0.0.193,nw_dst=10.0.1.191,tp_src=42555,tp_dst=5001 actions=set_field:00:00:00:00:01:bd->eth_dst,output:20
 cookie=0x0, duration=12.989s, table=0, n_packets=3, n_bytes=4536, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.192,nw_dst=10.0.0.194,tp_src=5001,tp_dst=56200 actions=set_field:00:00:00:00:00:c2->eth_dst,output:10
 cookie=0x0, duration=12.989s, table=0, n_packets=1048, n_bytes=1584576, idle_timeout=15, priority=100,udp,in_port=10,nw_src=10.0.0.194,nw_dst=10.0.1.192,tp_src=56200,tp_dst=5001 actions=set_field:00:00:00:00:01:be->eth_dst,output:20
 cookie=0x0, duration=12.989s, table=0, n_packets=4, n_bytes=6048, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.193,nw_dst=10.0.0.195,tp_src=5001,tp_dst=45528 actions=set_field:00:00:00:00:00:c3->eth_dst,output:10
 cookie=0x0, duration=12.989s, table=0, n_packets=1049, n_bytes=1586088, idle_timeout=15, priority=100,udp,in_port=10,nw_src=10.0.0.195,nw_dst=10.0.1.193,tp_src=45528,tp_dst=5001 actions=set_field:00:00:00:00:01:bf->eth_dst,output:20
 cookie=0x0, duration=12.989s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.112,nw_dst=10.0.1.110,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:6c->eth_dst,output:17
 cookie=0x0, duration=12.989s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.110,nw_dst=10.0.0.112,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:70->eth_dst,output:6
 cookie=0x0, duration=12.970s, table=0, n_packets=3, n_bytes=1770, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.113,nw_dst=10.0.1.111,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:6d->eth_dst,output:17
 cookie=0x0, duration=12.970s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.111,nw_dst=10.0.0.113,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:71->eth_dst,output:6
 cookie=0x0, duration=12.970s, table=0, n_packets=3, n_bytes=4536, idle_timeout=15, priority=100,udp,in_port=21,nw_src=10.0.1.203,nw_dst=10.0.0.205,tp_src=5001,tp_dst=44126 actions=set_field:00:00:00:00:00:cd->eth_dst,output:10
 cookie=0x0, duration=12.970s, table=0, n_packets=1048, n_bytes=1584576, idle_timeout=15, priority=100,udp,in_port=10,nw_src=10.0.0.205,nw_dst=10.0.1.203,tp_src=44126,tp_dst=5001 actions=set_field:00:00:00:00:01:c9->eth_dst,output:21
 cookie=0x0, duration=12.970s, table=0, n_packets=4, n_bytes=6048, idle_timeout=15, priority=100,udp,in_port=20,nw_src=10.0.1.194,nw_dst=10.0.0.196,tp_src=5001,tp_dst=58412 actions=set_field:00:00:00:00:00:c4->eth_dst,output:10
 cookie=0x0, duration=12.970s, table=0, n_packets=1049, n_bytes=1586088, idle_timeout=15, priority=100,udp,in_port=10,nw_src=10.0.0.196,nw_dst=10.0.1.194,tp_src=58412,tp_dst=5001 actions=set_field:00:00:00:00:01:c0->eth_dst,output:20
 cookie=0x0, duration=12.955s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.114,nw_dst=10.0.1.112,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:6e->eth_dst,output:17
 cookie=0x0, duration=12.955s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.112,nw_dst=10.0.0.114,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:72->eth_dst,output:6
 cookie=0x0, duration=12.937s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.133,nw_dst=10.0.1.131,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:81->eth_dst,output:18
 cookie=0x0, duration=12.937s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=18,nw_src=10.0.1.131,nw_dst=10.0.0.133,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:85->eth_dst,output:7
 cookie=0x0, duration=12.937s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.115,nw_dst=10.0.1.113,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:6f->eth_dst,output:17
 cookie=0x0, duration=12.937s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.113,nw_dst=10.0.0.115,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:73->eth_dst,output:6
 cookie=0x0, duration=12.922s, table=0, n_packets=4, n_bytes=6048, idle_timeout=15, priority=100,udp,in_port=19,nw_src=10.0.1.172,nw_dst=10.0.0.174,tp_src=5001,tp_dst=56323 actions=set_field:00:00:00:00:00:ae->eth_dst,output:9
 cookie=0x0, duration=12.904s, table=0, n_packets=1048, n_bytes=1584576, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.174,nw_dst=10.0.1.172,tp_src=56323,tp_dst=5001 actions=set_field:00:00:00:00:01:aa->eth_dst,output:19
 cookie=0x0, duration=12.904s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.116,nw_dst=10.0.1.114,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:70->eth_dst,output:17
 cookie=0x0, duration=12.904s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.114,nw_dst=10.0.0.116,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:74->eth_dst,output:6
 cookie=0x0, duration=12.904s, table=0, n_packets=4, n_bytes=6048, idle_timeout=15, priority=100,udp,in_port=19,nw_src=10.0.1.173,nw_dst=10.0.0.175,tp_src=5001,tp_dst=46718 actions=set_field:00:00:00:00:00:af->eth_dst,output:9
 cookie=0x0, duration=12.904s, table=0, n_packets=1048, n_bytes=1584576, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.175,nw_dst=10.0.1.173,tp_src=46718,tp_dst=5001 actions=set_field:00:00:00:00:01:ab->eth_dst,output:19
 cookie=0x0, duration=12.888s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.134,nw_dst=10.0.1.132,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:82->eth_dst,output:18
 cookie=0x0, duration=12.888s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=18,nw_src=10.0.1.132,nw_dst=10.0.0.134,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:86->eth_dst,output:7
 cookie=0x0, duration=12.888s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.117,nw_dst=10.0.1.115,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:71->eth_dst,output:17
 cookie=0x0, duration=12.888s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.115,nw_dst=10.0.0.117,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:75->eth_dst,output:6
 cookie=0x0, duration=12.888s, table=0, n_packets=5, n_bytes=7560, idle_timeout=15, priority=100,udp,in_port=19,nw_src=10.0.1.175,nw_dst=10.0.0.177,tp_src=5001,tp_dst=56834 actions=set_field:00:00:00:00:00:b1->eth_dst,output:9
 cookie=0x0, duration=12.888s, table=0, n_packets=1049, n_bytes=1586088, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.177,nw_dst=10.0.1.175,tp_src=56834,tp_dst=5001 actions=set_field:00:00:00:00:01:ad->eth_dst,output:19
 cookie=0x0, duration=12.873s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.135,nw_dst=10.0.1.133,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:83->eth_dst,output:18
 cookie=0x0, duration=12.873s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=18,nw_src=10.0.1.133,nw_dst=10.0.0.135,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:87->eth_dst,output:7
 cookie=0x0, duration=12.873s, table=0, n_packets=5, n_bytes=7560, idle_timeout=15, priority=100,udp,in_port=19,nw_src=10.0.1.176,nw_dst=10.0.0.178,tp_src=5001,tp_dst=41732 actions=set_field:00:00:00:00:00:b2->eth_dst,output:9
 cookie=0x0, duration=12.873s, table=0, n_packets=1049, n_bytes=1586088, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.178,nw_dst=10.0.1.176,tp_src=41732,tp_dst=5001 actions=set_field:00:00:00:00:01:ae->eth_dst,output:19
 cookie=0x0, duration=12.873s, table=0, n_packets=3, n_bytes=1770, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.121,nw_dst=10.0.1.119,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:75->eth_dst,output:17
 cookie=0x0, duration=12.873s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.119,nw_dst=10.0.0.121,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:79->eth_dst,output:7
 cookie=0x0, duration=12.873s, table=0, n_packets=3, n_bytes=1770, idle_timeout=15, priority=100,icmp,in_port=8,nw_src=10.0.0.145,nw_dst=10.0.1.143,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:8d->eth_dst,output:18
 cookie=0x0, duration=12.873s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=18,nw_src=10.0.1.143,nw_dst=10.0.0.145,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:91->eth_dst,output:8
 cookie=0x0, duration=12.859s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.136,nw_dst=10.0.1.134,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:84->eth_dst,output:18
 cookie=0x0, duration=12.859s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=18,nw_src=10.0.1.134,nw_dst=10.0.0.136,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:88->eth_dst,output:7
 cookie=0x0, duration=12.859s, table=0, n_packets=3, n_bytes=1770, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.122,nw_dst=10.0.1.120,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:76->eth_dst,output:17
 cookie=0x0, duration=12.859s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.120,nw_dst=10.0.0.122,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:7a->eth_dst,output:7
 cookie=0x0, duration=12.859s, table=0, n_packets=3, n_bytes=1770, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.137,nw_dst=10.0.1.135,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:85->eth_dst,output:18
 cookie=0x0, duration=12.859s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=18,nw_src=10.0.1.135,nw_dst=10.0.0.137,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:89->eth_dst,output:7
 cookie=0x0, duration=12.859s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.118,nw_dst=10.0.1.116,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:72->eth_dst,output:17
 cookie=0x0, duration=12.843s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.116,nw_dst=10.0.0.118,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:76->eth_dst,output:6
 cookie=0x0, duration=12.843s, table=0, n_packets=3, n_bytes=1770, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.123,nw_dst=10.0.1.121,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:77->eth_dst,output:17
 cookie=0x0, duration=12.843s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.121,nw_dst=10.0.0.123,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:7b->eth_dst,output:7
 cookie=0x0, duration=12.843s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=6,nw_src=10.0.0.119,nw_dst=10.0.1.117,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:73->eth_dst,output:17
 cookie=0x0, duration=12.843s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.117,nw_dst=10.0.0.119,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:77->eth_dst,output:6
 cookie=0x0, duration=12.843s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.124,nw_dst=10.0.1.122,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:78->eth_dst,output:17
 cookie=0x0, duration=12.843s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=17,nw_src=10.0.1.122,nw_dst=10.0.0.124,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:7c->eth_dst,output:7
 cookie=0x0, duration=12.827s, table=0, n_packets=4, n_bytes=6048, idle_timeout=15, priority=100,udp,in_port=19,nw_src=10.0.1.178,nw_dst=10.0.0.180,tp_src=5001,tp_dst=52003 actions=set_field:00:00:00:00:00:b4->eth_dst,output:9
 cookie=0x0, duration=12.827s, table=0, n_packets=1048, n_bytes=1584576, idle_timeout=15, priority=100,udp,in_port=9,nw_src=10.0.0.180,nw_dst=10.0.1.178,tp_src=52003,tp_dst=5001 actions=set_field:00:00:00:00:01:b0->eth_dst,output:19
 cookie=0x0, duration=12.827s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.138,nw_dst=10.0.1.136,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:86->eth_dst,output:18
 cookie=0x0, duration=12.827s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=18,nw_src=10.0.1.136,nw_dst=10.0.0.138,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:8a->eth_dst,output:7
 cookie=0x0, duration=12.827s, table=0, n_packets=3, n_bytes=1770, idle_timeout=15, priority=100,icmp,in_port=8,nw_src=10.0.0.146,nw_dst=10.0.1.144,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:8e->eth_dst,output:18
 cookie=0x0, duration=12.827s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,icmp,in_port=18,nw_src=10.0.1.144,nw_dst=10.0.0.146,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:00:92->eth_dst,output:8
OFPST_FLOW reply (OF1.3) (xid=0x2):
 cookie=0x0, duration=12.809s, table=0, n_packets=2, n_bytes=1180, idle_timeout=15, priority=100,icmp,in_port=7,nw_src=10.0.0.139,nw_dst=10.0.1.137,icmp_type=3,icmp_code=3 actions=set_field:00:00:00:00:01:87->eth_dst,output:18
